Time,total_population,colonized,detected,isolated
4650.00,85,42,6,6
4651.00,88,44,6,6
4651.00,88,44,6,6
4652.00,89,45,6,6
4652.00,89,45,6,6
4653.00,84,36,4,4
4653.00,84,36,4,4
4654.00,82,35,5,5
4654.00,82,35,5,5
4655.00,81,33,5,5
4655.00,81,33,5,5
4656.00,77,30,5,5
4656.00,77,30,5,5
4657.00,76,29,4,4
4657.00,76,29,4,4
4658.00,74,27,4,4
4658.00,74,27,4,4
4659.00,76,26,4,4
4659.00,76,26,4,4
4660.00,81,27,4,4
4660.00,81,27,4,4
4661.00,80,25,4,4
4661.00,80,25,4,4
4662.00,82,29,4,4
4662.00,82,29,4,4
4663.00,85,30,5,5
4663.00,85,30,5,5
4664.00,87,31,5,5
4664.00,87,31,5,5
4665.00,85,28,5,5
4665.00,85,28,5,5
4666.00,87,30,4,4
4666.00,87,30,4,4
4667.00,88,27,3,3
4667.00,88,27,3,3
4668.00,89,27,2,2
4668.00,89,27,2,2
4669.00,90,29,3,3
4669.00,90,29,3,3
4670.00,88,30,4,4
4670.00,88,30,4,4
4671.00,83,29,4,4
4671.00,83,29,4,4
4672.00,86,28,4,4
4672.00,86,28,4,4
4673.00,86,28,3,3
4673.00,86,28,3,3
4674.00,88,31,3,3
4674.00,88,31,3,3
4675.00,89,29,3,3
4675.00,89,29,3,3
4676.00,88,31,3,3
4676.00,88,31,3,3
4677.00,88,30,2,2
4677.00,88,30,2,2
4678.00,88,32,2,2
4678.00,88,32,2,2
4679.00,87,33,2,2
4679.00,87,33,2,2
4680.00,83,34,2,2
4680.00,83,34,2,2
4681.00,84,36,2,2
4681.00,84,36,2,2
4682.00,85,34,2,2
4682.00,85,34,2,2
4683.00,89,36,2,2
4683.00,89,36,2,2
4684.00,93,37,2,2
4684.00,93,37,2,2
4685.00,94,42,3,3
4685.00,94,42,3,3
4686.00,94,44,3,3
4686.00,94,44,3,3
4687.00,96,45,3,3
4687.00,96,45,3,3
4688.00,95,44,5,5
4688.00,95,44,5,5
4689.00,93,46,5,5
4689.00,93,46,5,5
4690.00,91,46,5,5
4690.00,91,46,5,5
4691.00,89,46,5,5
4691.00,89,46,5,5
4692.00,91,45,5,5
4692.00,91,45,5,5
4693.00,89,43,4,4
4693.00,89,43,4,4
4694.00,90,43,5,5
4694.00,90,43,5,5
4695.00,89,42,5,5
4695.00,89,42,5,5
4696.00,90,43,5,5
4696.00,90,43,5,5
4697.00,91,43,5,5
4697.00,91,43,5,5
4698.00,88,39,5,5
4698.00,88,39,5,5
4699.00,86,40,4,4
4699.00,86,40,4,4
4700.00,87,40,4,4
4700.00,87,40,4,4
4701.00,87,40,3,3
4701.00,87,40,3,3
4702.00,87,41,4,4
4702.00,87,41,4,4
4703.00,88,42,4,4
4703.00,88,42,4,4
4704.00,87,40,3,3
4704.00,87,40,3,3
4705.00,88,41,3,3
4705.00,88,41,3,3
4706.00,91,41,3,3
4706.00,91,41,3,3
4707.00,92,43,3,3
4707.00,92,43,3,3
4708.00,94,43,3,3
4708.00,94,43,3,3
4709.00,94,41,3,3
4709.00,94,41,3,3
4710.00,93,41,3,3
4710.00,93,41,3,3
4711.00,92,40,4,4
4711.00,92,40,4,4
4712.00,95,39,4,4
4712.00,95,39,4,4
4713.00,97,39,5,5
4713.00,97,39,5,5
4714.00,96,39,6,6
4714.00,96,39,6,6
4715.00,96,42,6,6
4715.00,96,42,6,6
4716.00,100,42,7,7
4716.00,100,42,7,7
4717.00,101,41,7,7
4717.00,101,41,7,7
4718.00,103,41,8,8
4718.00,103,41,8,8
4719.00,103,41,9,9
4719.00,103,41,9,9
4720.00,104,42,9,9
4720.00,104,42,9,9
4721.00,102,39,7,7
4721.00,102,39,7,7
4722.00,101,36,7,7
4722.00,101,36,7,7
4723.00,99,36,5,5
4723.00,99,36,5,5
4724.00,96,35,5,5
4724.00,96,35,5,5
4725.00,93,32,5,5
4725.00,93,32,5,5
4726.00,95,32,5,5
4726.00,95,32,5,5
4727.00,91,30,5,5
4727.00,91,30,5,5
4728.00,92,28,3,3
4728.00,92,28,3,3
4729.00,91,27,3,3
4729.00,91,27,3,3
4730.00,92,27,3,3
4730.00,92,27,3,3
4731.00,93,29,4,4
4731.00,93,29,4,4
4732.00,91,27,3,3
4732.00,91,27,3,3
4733.00,88,27,3,3
4733.00,88,27,3,3
4734.00,92,27,2,2
4734.00,92,27,2,2
4735.00,89,26,1,1
4735.00,89,26,1,1
4736.00,88,26,1,1
4736.00,88,26,1,1
4737.00,87,24,1,1
4737.00,87,24,1,1
4738.00,91,25,1,1
4738.00,91,25,1,1
4739.00,93,29,1,1
4739.00,93,29,1,1
4740.00,97,31,1,1
4740.00,97,31,1,1
4741.00,98,35,1,1
4741.00,98,35,1,1
4742.00,97,34,2,2
4742.00,97,34,2,2
4743.00,95,34,2,2
4743.00,95,34,2,2
4744.00,97,33,1,1
4744.00,97,33,1,1
4745.00,99,35,0,0
4745.00,99,35,0,0
4746.00,101,35,0,0
4746.00,101,35,0,0
4747.00,100,33,1,1
4747.00,100,33,1,1
4748.00,97,33,1,1
4748.00,97,33,1,1
4749.00,91,31,1,1
4749.00,91,31,1,1
4750.00,89,33,1,1
4750.00,89,33,1,1
4751.00,87,33,1,1
4751.00,87,33,1,1
4752.00,86,31,1,1
4752.00,86,31,1,1
4753.00,87,33,1,1
4753.00,87,33,1,1
4754.00,90,36,1,1
4754.00,90,36,1,1
4755.00,88,35,1,1
4755.00,88,35,1,1
4756.00,90,35,1,1
4756.00,90,35,1,1
4757.00,89,35,1,1
4757.00,89,35,1,1
4758.00,90,41,1,1
4758.00,90,41,1,1
4759.00,88,38,1,1
4759.00,88,38,1,1
4760.00,85,36,1,1
4760.00,85,36,1,1
4761.00,86,36,1,1
4761.00,86,36,1,1
4762.00,84,34,1,1
4762.00,84,34,1,1
4763.00,82,34,0,0
4763.00,82,34,0,0
4764.00,82,34,0,0
4764.00,82,34,0,0
4765.00,80,33,0,0
4765.00,80,33,0,0
4766.00,81,34,1,1
4766.00,81,34,1,1
4767.00,78,31,1,1
4767.00,78,31,1,1
4768.00,80,33,1,1
4768.00,80,33,1,1
4769.00,80,33,1,1
4769.00,80,33,1,1
4770.00,86,34,1,1
4770.00,86,34,1,1
4771.00,87,33,1,1
4771.00,87,33,1,1
4772.00,89,33,1,1
4772.00,89,33,1,1
4773.00,89,33,1,1
4773.00,89,33,1,1
4774.00,90,34,3,3
4774.00,90,34,3,3
4775.00,91,35,3,3
4775.00,91,35,3,3
4776.00,93,37,4,4
4776.00,93,37,4,4
4777.00,92,35,4,4
4777.00,92,35,4,4
4778.00,94,35,4,4
4778.00,94,35,4,4
4779.00,93,35,4,4
4779.00,93,35,4,4
4780.00,95,36,4,4
4780.00,95,36,4,4
4781.00,95,36,4,4
4781.00,95,36,4,4
4782.00,97,36,4,4
4782.00,97,36,4,4
4783.00,94,36,4,4
4783.00,94,36,4,4
4784.00,92,35,4,4
4784.00,92,35,4,4
4785.00,93,36,5,5
4785.00,93,36,5,5
4786.00,91,31,5,5
4786.00,91,31,5,5
4787.00,93,33,5,5
4787.00,93,33,5,5
4788.00,90,32,4,4
4788.00,90,32,4,4
4789.00,91,33,4,4
4789.00,91,33,4,4
4790.00,92,36,5,5
4790.00,92,36,5,5
4791.00,93,37,5,5
4791.00,93,37,5,5
4792.00,94,38,5,5
4792.00,94,38,5,5
4793.00,94,37,5,5
4793.00,94,37,5,5
4794.00,91,36,5,5
4794.00,91,36,5,5
4795.00,88,35,4,4
4795.00,88,35,4,4
4796.00,83,33,4,4
4796.00,83,33,4,4
4797.00,83,34,5,5
4797.00,83,34,5,5
4798.00,80,33,5,5
4798.00,80,33,5,5
4799.00,79,32,4,4
4799.00,79,32,4,4
4800.00,77,30,3,3
4800.00,77,30,3,3
4801.00,80,35,3,3
4801.00,80,35,3,3
4802.00,82,37,3,3
4802.00,82,37,3,3
4803.00,80,38,4,4
4803.00,80,38,4,4
4804.00,78,36,4,4
4804.00,78,36,4,4
4805.00,79,38,4,4
4805.00,79,38,4,4
4806.00,78,38,4,4
4806.00,78,38,4,4
4807.00,79,38,4,4
4807.00,79,38,4,4
4808.00,80,39,5,5
4808.00,80,39,5,5
4809.00,76,36,5,5
4809.00,76,36,5,5
4810.00,76,36,5,5
4810.00,76,36,5,5
4811.00,82,37,5,5
4811.00,82,37,5,5
4812.00,83,39,6,6
4812.00,83,39,6,6
4813.00,81,37,6,6
4813.00,81,37,6,6
4814.00,82,37,6,6
4814.00,82,37,6,6
4815.00,78,35,6,6
4815.00,78,35,6,6
4816.00,81,37,6,6
4816.00,81,37,6,6
4817.00,84,38,7,7
4817.00,84,38,7,7
4818.00,83,35,7,7
4818.00,83,35,7,7
4819.00,81,34,7,7
4819.00,81,34,7,7
4820.00,79,34,6,6
4820.00,79,34,6,6
4821.00,82,37,6,6
4821.00,82,37,6,6
4822.00,79,36,6,6
4822.00,79,36,6,6
4823.00,83,38,7,7
4823.00,83,38,7,7
4824.00,88,41,7,7
4824.00,88,41,7,7
4825.00,89,40,6,6
4825.00,89,40,6,6
4826.00,90,39,7,7
4826.00,90,39,7,7
4827.00,89,39,6,6
4827.00,89,39,6,6
4828.00,89,39,6,6
4828.00,89,39,6,6
4829.00,89,39,6,6
4829.00,89,39,6,6
4830.00,85,37,6,6
4830.00,85,37,6,6
4831.00,87,37,7,7
4831.00,87,37,7,7
4832.00,83,39,8,8
4832.00,83,39,8,8
4833.00,82,38,7,7
4833.00,82,38,7,7
4834.00,82,38,7,7
4834.00,82,38,7,7
4835.00,82,39,7,7
4835.00,82,39,7,7
4836.00,85,39,7,7
4836.00,85,39,7,7
4837.00,84,39,7,7
4837.00,84,39,7,7
4838.00,84,39,7,7
4838.00,84,39,7,7
4839.00,84,38,8,8
4839.00,84,38,8,8
4840.00,84,37,8,8
4840.00,84,37,8,8
4841.00,90,38,9,9
4841.00,90,38,9,9
4842.00,91,42,8,8
4842.00,91,42,8,8
4843.00,93,43,8,8
4843.00,93,43,8,8
4844.00,94,44,7,7
4844.00,94,44,7,7
4845.00,91,41,7,7
4845.00,91,41,7,7
4846.00,90,40,8,8
4846.00,90,40,8,8
4847.00,94,40,8,8
4847.00,94,40,8,8
4848.00,96,44,8,8
4848.00,96,44,8,8
4849.00,97,43,8,8
4849.00,97,43,8,8
4850.00,96,42,8,8
4850.00,96,42,8,8
4851.00,98,41,10,10
4851.00,98,41,10,10
4852.00,99,40,9,9
4852.00,99,40,9,9
4853.00,98,38,10,10
4853.00,98,38,10,10
4854.00,95,37,9,9
4854.00,95,37,9,9
4855.00,99,38,9,9
4855.00,99,38,9,9
4856.00,98,38,9,9
4856.00,98,38,9,9
4857.00,97,38,10,10
4857.00,97,38,10,10
4858.00,98,38,10,10
4858.00,98,38,10,10
4859.00,95,38,10,10
4859.00,95,38,10,10
4860.00,96,36,9,9
4860.00,96,36,9,9
4861.00,95,34,9,9
4861.00,95,34,9,9
4862.00,94,33,8,8
4862.00,94,33,8,8
4863.00,92,33,8,8
4863.00,92,33,8,8
4864.00,96,36,8,8
4864.00,96,36,8,8
4865.00,99,38,8,8
4865.00,99,38,8,8
4866.00,98,39,8,8
4866.00,98,39,8,8
4867.00,98,39,8,8
4867.00,98,39,8,8
4868.00,97,40,10,10
4868.00,97,40,10,10
4869.00,95,39,10,10
4869.00,95,39,10,10
4870.00,92,39,10,10
4870.00,92,39,10,10
4871.00,95,40,10,10
4871.00,95,40,10,10
4872.00,103,43,10,10
4872.00,103,43,10,10
4873.00,108,45,11,11
4873.00,108,45,11,11
4874.00,104,43,11,11
4874.00,104,43,11,11
4875.00,100,41,10,10
4875.00,100,41,10,10
4876.00,97,39,10,10
4876.00,97,39,10,10
4877.00,99,41,10,10
4877.00,99,41,10,10
4878.00,96,40,9,9
4878.00,96,40,9,9
4879.00,92,37,8,8
4879.00,92,37,8,8
4880.00,93,37,8,8
4880.00,93,37,8,8
4881.00,92,38,8,8
4881.00,92,38,8,8
4882.00,90,38,8,8
4882.00,90,38,8,8
4883.00,90,39,8,8
4883.00,90,39,8,8
4884.00,91,38,7,7
4884.00,91,38,7,7
4885.00,90,38,7,7
4885.00,90,38,7,7
4886.00,89,37,7,7
4886.00,89,37,7,7
4887.00,89,34,8,8
4887.00,89,34,8,8
4888.00,91,38,9,9
4888.00,91,38,9,9
4889.00,89,35,8,8
4889.00,89,35,8,8
4890.00,88,34,8,8
4890.00,88,34,8,8
4891.00,90,35,8,8
4891.00,90,35,8,8
4892.00,89,34,8,8
4892.00,89,34,8,8
4893.00,90,33,8,8
4893.00,90,33,8,8
4894.00,91,32,7,7
4894.00,91,32,7,7
4895.00,97,34,7,7
4895.00,97,34,7,7
4896.00,98,34,6,6
4896.00,98,34,6,6
4897.00,96,34,6,6
4897.00,96,34,6,6
4898.00,98,36,6,6
4898.00,98,36,6,6
4899.00,99,38,6,6
4899.00,99,38,6,6
4900.00,100,39,5,5
4900.00,100,39,5,5
4901.00,102,39,5,5
4901.00,102,39,5,5
4902.00,106,40,5,5
4902.00,106,40,5,5
4903.00,108,42,5,5
4903.00,108,42,5,5
4904.00,108,44,5,5
4904.00,108,44,5,5
4905.00,110,44,6,6
4905.00,110,44,6,6
4906.00,107,46,6,6
4906.00,107,46,6,6
4907.00,106,46,7,7
4907.00,106,46,7,7
4908.00,107,49,7,7
4908.00,107,49,7,7
4909.00,105,49,6,6
4909.00,105,49,6,6
4910.00,107,49,6,6
4910.00,107,49,6,6
4911.00,108,51,6,6
4911.00,108,51,6,6
4912.00,108,53,7,7
4912.00,108,53,7,7
4913.00,108,53,7,7
4913.00,108,53,7,7
4914.00,107,55,6,6
4914.00,107,55,6,6
4915.00,108,54,7,7
4915.00,108,54,7,7
4916.00,106,52,7,7
4916.00,106,52,7,7
4917.00,106,51,7,7
4917.00,106,51,7,7
4918.00,103,49,7,7
4918.00,103,49,7,7
4919.00,101,49,7,7
4919.00,101,49,7,7
4920.00,99,49,9,9
4920.00,99,49,9,9
4921.00,95,48,9,9
4921.00,95,48,9,9
4922.00,95,47,10,10
4922.00,95,47,10,10
4923.00,93,44,9,9
4923.00,93,44,9,9
4924.00,94,42,7,7
4924.00,94,42,7,7
4925.00,93,44,8,8
4925.00,93,44,8,8
4926.00,92,42,7,7
4926.00,92,42,7,7
4927.00,94,42,8,8
4927.00,94,42,8,8
4928.00,91,40,7,7
4928.00,91,40,7,7
4929.00,88,39,7,7
4929.00,88,39,7,7
4930.00,89,38,7,7
4930.00,89,38,7,7
4931.00,90,36,7,7
4931.00,90,36,7,7
4932.00,91,37,7,7
4932.00,91,37,7,7
4933.00,89,35,7,7
4933.00,89,35,7,7
4934.00,92,34,8,8
4934.00,92,34,8,8
4935.00,93,36,8,8
4935.00,93,36,8,8
4936.00,91,34,6,6
4936.00,91,34,6,6
4937.00,92,35,7,7
4937.00,92,35,7,7
4938.00,96,38,7,7
4938.00,96,38,7,7
4939.00,95,42,7,7
4939.00,95,42,7,7
4940.00,92,41,7,7
4940.00,92,41,7,7
4941.00,94,42,7,7
4941.00,94,42,7,7
4942.00,90,36,6,6
4942.00,90,36,6,6
4943.00,89,34,6,6
4943.00,89,34,6,6
4944.00,88,32,6,6
4944.00,88,32,6,6
4945.00,89,32,6,6
4945.00,89,32,6,6
4946.00,89,34,6,6
4946.00,89,34,6,6
4947.00,85,31,6,6
4947.00,85,31,6,6
4948.00,87,33,6,6
4948.00,87,33,6,6
4949.00,87,35,6,6
4949.00,87,35,6,6
4950.00,87,35,5,5
4950.00,87,35,5,5
4951.00,87,32,6,6
4951.00,87,32,6,6
4952.00,84,30,5,5
4952.00,84,30,5,5
4953.00,84,30,5,5
4953.00,84,30,5,5
4954.00,85,30,5,5
4954.00,85,30,5,5
4955.00,88,34,6,6
4955.00,88,34,6,6
4956.00,91,34,6,6
4956.00,91,34,6,6
4957.00,94,36,7,7
4957.00,94,36,7,7
4958.00,96,37,7,7
4958.00,96,37,7,7
4959.00,96,34,7,7
4959.00,96,34,7,7
4960.00,101,35,7,7
4960.00,101,35,7,7
4961.00,103,35,7,7
4961.00,103,35,7,7
4962.00,100,37,7,7
4962.00,100,37,7,7
4963.00,110,41,7,7
4963.00,110,41,7,7
4964.00,108,39,5,5
4964.00,108,39,5,5
4965.00,106,39,4,4
4965.00,106,39,4,4
4966.00,105,37,4,4
4966.00,105,37,4,4
4967.00,102,33,6,6
4967.00,102,33,6,6
4968.00,100,32,6,6
4968.00,100,32,6,6
4969.00,102,29,7,7
4969.00,102,29,7,7
4970.00,102,29,8,8
4970.00,102,29,8,8
4971.00,98,30,8,8
4971.00,98,30,8,8
4972.00,96,28,7,7
4972.00,96,28,7,7
4973.00,96,27,7,7
4973.00,96,27,7,7
4974.00,94,29,7,7
4974.00,94,29,7,7
4975.00,93,29,7,7
4975.00,93,29,7,7
4976.00,92,31,6,6
4976.00,92,31,6,6
4977.00,91,32,6,6
4977.00,91,32,6,6
4978.00,94,32,6,6
4978.00,94,32,6,6
4979.00,96,33,5,5
4979.00,96,33,5,5
4980.00,93,31,6,6
4980.00,93,31,6,6
4981.00,97,29,7,7
4981.00,97,29,7,7
4982.00,100,31,7,7
4982.00,100,31,7,7
4983.00,97,30,7,7
4983.00,97,30,7,7
4984.00,96,29,8,8
4984.00,96,29,8,8
4985.00,91,28,7,7
4985.00,91,28,7,7
4986.00,89,29,6,6
4986.00,89,29,6,6
4987.00,90,29,6,6
4987.00,90,29,6,6
4988.00,89,28,5,5
4988.00,89,28,5,5
4989.00,92,30,5,5
4989.00,92,30,5,5
4990.00,94,28,5,5
4990.00,94,28,5,5
4991.00,95,28,5,5
4991.00,95,28,5,5
4992.00,95,28,6,6
4992.00,95,28,6,6
4993.00,95,27,6,6
4993.00,95,27,6,6
4994.00,91,26,5,5
4994.00,91,26,5,5
4995.00,91,25,5,5
4995.00,91,25,5,5
4996.00,90,25,5,5
4996.00,90,25,5,5
4997.00,87,26,5,5
4997.00,87,26,5,5
4998.00,88,27,5,5
4998.00,88,27,5,5
4999.00,89,30,5,5
4999.00,89,30,5,5
5000.00,90,29,5,5
5000.00,90,29,5,5
5001.00,88,32,5,5
5001.00,88,32,5,5
5002.00,89,32,5,5
5002.00,89,32,5,5
5003.00,91,33,5,5
5003.00,91,33,5,5
5004.00,91,32,6,6
5004.00,91,32,6,6
5005.00,90,33,6,6
5005.00,90,33,6,6
5006.00,92,33,6,6
5006.00,92,33,6,6
5007.00,90,36,6,6
5007.00,90,36,6,6
5008.00,90,34,6,6
5008.00,90,34,6,6
5009.00,89,32,5,5
5009.00,89,32,5,5
5010.00,86,29,5,5
5010.00,86,29,5,5
5011.00,86,31,5,5
5011.00,86,31,5,5
5012.00,88,31,5,5
5012.00,88,31,5,5
5013.00,89,30,5,5
5013.00,89,30,5,5
5014.00,89,30,6,6
5014.00,89,30,6,6
5015.00,87,29,6,6
5015.00,87,29,6,6
5016.00,86,30,6,6
5016.00,86,30,6,6
5017.00,86,29,6,6
5017.00,86,29,6,6
5018.00,84,27,6,6
5018.00,84,27,6,6
5019.00,83,29,6,6
5019.00,83,29,6,6
5020.00,82,31,5,5
5020.00,82,31,5,5
5021.00,84,28,4,4
5021.00,84,28,4,4
5022.00,86,29,3,3
5022.00,86,29,3,3
5023.00,82,27,3,3
5023.00,82,27,3,3
5024.00,78,26,1,1
5024.00,78,26,1,1
5025.00,86,29,1,1
5025.00,86,29,1,1
5026.00,88,30,1,1
5026.00,88,30,1,1
5027.00,90,31,1,1
5027.00,90,31,1,1
5028.00,90,29,1,1
5028.00,90,29,1,1
5029.00,96,32,2,2
5029.00,96,32,2,2
5030.00,97,33,3,3
5030.00,97,33,3,3
5031.00,96,34,2,2
5031.00,96,34,2,2
5032.00,93,33,1,1
5032.00,93,33,1,1
5033.00,90,34,1,1
5033.00,90,34,1,1
5034.00,92,33,2,2
5034.00,92,33,2,2
5035.00,89,32,2,2
5035.00,89,32,2,2
5036.00,88,33,3,3
5036.00,88,33,3,3
5037.00,90,34,3,3
5037.00,90,34,3,3
5038.00,93,34,3,3
5038.00,93,34,3,3
5039.00,95,33,3,3
5039.00,95,33,3,3
5040.00,90,30,3,3
5040.00,90,30,3,3
5041.00,93,31,3,3
5041.00,93,31,3,3
5042.00,93,29,2,2
5042.00,93,29,2,2
5043.00,92,30,3,3
5043.00,92,30,3,3
5044.00,92,31,3,3
5044.00,92,31,3,3
5045.00,92,33,3,3
5045.00,92,33,3,3
5046.00,93,35,2,2
5046.00,93,35,2,2
5047.00,95,35,2,2
5047.00,95,35,2,2
5048.00,97,34,3,3
5048.00,97,34,3,3
5049.00,96,33,4,4
5049.00,96,33,4,4
5050.00,95,34,4,4
5050.00,95,34,4,4
5051.00,91,36,4,4
5051.00,91,36,4,4
5052.00,93,36,4,4
5052.00,93,36,4,4
5053.00,88,35,4,4
5053.00,88,35,4,4
5054.00,85,31,4,4
5054.00,85,31,4,4
5055.00,86,30,3,3
5055.00,86,30,3,3
5056.00,85,28,3,3
5056.00,85,28,3,3
5057.00,87,28,2,2
5057.00,87,28,2,2
5058.00,83,27,2,2
5058.00,83,27,2,2
5059.00,83,28,1,1
5059.00,83,28,1,1
5060.00,83,29,1,1
5060.00,83,29,1,1
5061.00,85,29,1,1
5061.00,85,29,1,1
5062.00,81,27,1,1
5062.00,81,27,1,1
5063.00,83,28,1,1
5063.00,83,28,1,1
5064.00,84,29,1,1
5064.00,84,29,1,1
5065.00,86,32,2,2
5065.00,86,32,2,2
5066.00,86,32,2,2
5066.00,86,32,2,2
5067.00,86,32,2,2
5067.00,86,32,2,2
5068.00,83,30,3,3
5068.00,83,30,3,3
5069.00,87,30,3,3
5069.00,87,30,3,3
5070.00,88,31,3,3
5070.00,88,31,3,3
5071.00,90,37,3,3
5071.00,90,37,3,3
5072.00,92,36,2,2
5072.00,92,36,2,2
5073.00,91,36,2,2
5073.00,91,36,2,2
5074.00,93,36,2,2
5074.00,93,36,2,2
5075.00,90,34,4,4
5075.00,90,34,4,4
5076.00,92,36,4,4
5076.00,92,36,4,4
5077.00,90,33,4,4
5077.00,90,33,4,4
5078.00,90,30,3,3
5078.00,90,30,3,3
5079.00,87,30,3,3
5079.00,87,30,3,3
5080.00,90,30,3,3
5080.00,90,30,3,3
5081.00,92,32,3,3
5081.00,92,32,3,3
5082.00,91,31,2,2
5082.00,91,31,2,2
5083.00,91,30,2,2
5083.00,91,30,2,2
5084.00,88,28,2,2
5084.00,88,28,2,2
5085.00,88,27,2,2
5085.00,88,27,2,2
5086.00,85,24,2,2
5086.00,85,24,2,2
5087.00,84,26,2,2
5087.00,84,26,2,2
5088.00,83,26,2,2
5088.00,83,26,2,2
5089.00,83,28,2,2
5089.00,83,28,2,2
5090.00,84,27,2,2
5090.00,84,27,2,2
5091.00,88,28,3,3
5091.00,88,28,3,3
5092.00,88,31,3,3
5092.00,88,31,3,3
5093.00,89,33,3,3
5093.00,89,33,3,3
5094.00,88,33,4,4
5094.00,88,33,4,4
5095.00,93,34,4,4
5095.00,93,34,4,4
5096.00,95,36,4,4
5096.00,95,36,4,4
5097.00,95,37,3,3
5097.00,95,37,3,3
5098.00,95,38,3,3
5098.00,95,38,3,3
5099.00,99,41,3,3
5099.00,99,41,3,3
5100.00,98,41,5,5
5100.00,98,41,5,5
5101.00,98,38,4,4
5101.00,98,38,4,4
5102.00,98,41,5,5
5102.00,98,41,5,5
5103.00,102,39,5,5
5103.00,102,39,5,5
5104.00,99,37,5,5
5104.00,99,37,5,5
5105.00,95,37,5,5
5105.00,95,37,5,5
5106.00,92,36,5,5
5106.00,92,36,5,5
5107.00,93,35,5,5
5107.00,93,35,5,5
5108.00,97,38,5,5
5108.00,97,38,5,5
5109.00,105,39,5,5
5109.00,105,39,5,5
5110.00,103,38,5,5
5110.00,103,38,5,5
5111.00,104,37,5,5
5111.00,104,37,5,5
5112.00,105,35,5,5
5112.00,105,35,5,5
5113.00,103,35,3,3
5113.00,103,35,3,3
5114.00,97,37,4,4
5114.00,97,37,4,4
5115.00,101,37,4,4
5115.00,101,37,4,4
5116.00,99,35,4,4
5116.00,99,35,4,4
5117.00,95,32,4,4
5117.00,95,32,4,4
5118.00,99,33,5,5
5118.00,99,33,5,5
5119.00,103,33,5,5
5119.00,103,33,5,5
5120.00,101,34,5,5
5120.00,101,34,5,5
5121.00,103,33,5,5
5121.00,103,33,5,5
5122.00,102,31,5,5
5122.00,102,31,5,5
5123.00,103,30,5,5
5123.00,103,30,5,5
5124.00,103,33,5,5
5124.00,103,33,5,5
5125.00,100,33,5,5
5125.00,100,33,5,5
5126.00,99,32,5,5
5126.00,99,32,5,5
5127.00,98,31,5,5
5127.00,98,31,5,5
5128.00,101,30,5,5
5128.00,101,30,5,5
5129.00,103,30,5,5
5129.00,103,30,5,5
5130.00,98,28,5,5
5130.00,98,28,5,5
5131.00,92,25,4,4
5131.00,92,25,4,4
5132.00,92,25,4,4
5132.00,92,25,4,4
5133.00,89,23,3,3
5133.00,89,23,3,3
5134.00,87,22,3,3
5134.00,87,22,3,3
5135.00,88,21,3,3
5135.00,88,21,3,3
5136.00,91,20,3,3
5136.00,91,20,3,3
5137.00,92,21,2,2
5137.00,92,21,2,2
5138.00,95,24,2,2
5138.00,95,24,2,2
5139.00,95,23,2,2
5139.00,95,23,2,2
5140.00,95,25,2,2
5140.00,95,25,2,2
5141.00,96,25,2,2
5141.00,96,25,2,2
5142.00,93,23,2,2
5142.00,93,23,2,2
5143.00,88,23,3,3
5143.00,88,23,3,3
5144.00,92,24,4,4
5144.00,92,24,4,4
5145.00,93,28,4,4
5145.00,93,28,4,4
5146.00,95,28,3,3
5146.00,95,28,3,3
5147.00,94,28,3,3
5147.00,94,28,3,3
5148.00,98,30,3,3
5148.00,98,30,3,3
5149.00,100,33,3,3
5149.00,100,33,3,3
5150.00,99,33,3,3
5150.00,99,33,3,3
5151.00,98,30,3,3
5151.00,98,30,3,3
5152.00,97,31,3,3
5152.00,97,31,3,3
5153.00,98,31,3,3
5153.00,98,31,3,3
5154.00,97,32,3,3
5154.00,97,32,3,3
5155.00,97,31,3,3
5155.00,97,31,3,3
5156.00,97,32,3,3
5156.00,97,32,3,3
5157.00,99,32,3,3
5157.00,99,32,3,3
5158.00,98,30,3,3
5158.00,98,30,3,3
5159.00,97,31,3,3
5159.00,97,31,3,3
5160.00,98,34,4,4
5160.00,98,34,4,4
5161.00,99,36,5,5
5161.00,99,36,5,5
5162.00,97,36,6,6
5162.00,97,36,6,6
5163.00,92,33,8,8
5163.00,92,33,8,8
5164.00,89,33,8,8
5164.00,89,33,8,8
5165.00,89,34,8,8
5165.00,89,34,8,8
5166.00,87,32,7,7
5166.00,87,32,7,7
5167.00,85,33,7,7
5167.00,85,33,7,7
5168.00,83,31,7,7
5168.00,83,31,7,7
5169.00,86,32,7,7
5169.00,86,32,7,7
5170.00,89,33,7,7
5170.00,89,33,7,7
5171.00,89,34,6,6
5171.00,89,34,6,6
5172.00,85,36,6,6
5172.00,85,36,6,6
5173.00,83,36,6,6
5173.00,83,36,6,6
5174.00,84,36,6,6
5174.00,84,36,6,6
5175.00,86,36,5,5
5175.00,86,36,5,5
5176.00,83,37,6,6
5176.00,83,37,6,6
5177.00,89,39,6,6
5177.00,89,39,6,6
5178.00,95,42,6,6
5178.00,95,42,6,6
5179.00,94,43,7,7
5179.00,94,43,7,7
5180.00,95,43,7,7
5180.00,95,43,7,7
5181.00,97,40,7,7
5181.00,97,40,7,7
5182.00,101,43,7,7
5182.00,101,43,7,7
5183.00,98,44,7,7
5183.00,98,44,7,7
5184.00,99,44,7,7
5184.00,99,44,7,7
5185.00,96,43,7,7
5185.00,96,43,7,7
5186.00,96,43,7,7
5186.00,96,43,7,7
5187.00,99,45,6,6
5187.00,99,45,6,6
