Time,total_population,colonized,detected,isolated
5188.00,98,43,6,6
5188.00,98,43,6,6
5189.00,100,45,7,7
5189.00,100,45,7,7
5190.00,99,46,7,7
5190.00,99,46,7,7
5191.00,100,49,8,8
5191.00,100,49,8,8
5192.00,99,47,7,7
5192.00,99,47,7,7
5193.00,100,46,7,7
5193.00,100,46,7,7
5194.00,98,44,7,7
5194.00,98,44,7,7
5195.00,98,42,7,7
5195.00,98,42,7,7
5196.00,98,40,8,8
5196.00,98,40,8,8
5197.00,95,43,8,8
5197.00,95,43,8,8
5198.00,95,42,9,9
5198.00,95,42,9,9
5199.00,92,43,9,9
5199.00,92,43,9,9
5200.00,89,41,8,8
5200.00,89,41,8,8
5201.00,89,38,8,8
5201.00,89,38,8,8
5202.00,91,38,8,8
5202.00,91,38,8,8
5203.00,90,40,8,8
5203.00,90,40,8,8
5204.00,92,39,8,8
5204.00,92,39,8,8
5205.00,94,39,8,8
5205.00,94,39,8,8
5206.00,88,40,7,7
5206.00,88,40,7,7
5207.00,86,38,8,8
5207.00,86,38,8,8
5208.00,87,36,8,8
5208.00,87,36,8,8
5209.00,89,37,9,9
5209.00,89,37,9,9
5210.00,89,35,9,9
5210.00,89,35,9,9
5211.00,87,37,9,9
5211.00,87,37,9,9
5212.00,88,40,9,9
5212.00,88,40,9,9
5213.00,86,40,8,8
5213.00,86,40,8,8
5214.00,86,41,8,8
5214.00,86,41,8,8
5215.00,87,43,8,8
5215.00,87,43,8,8
5216.00,85,45,8,8
5216.00,85,45,8,8
5217.00,78,41,5,5
5217.00,78,41,5,5
5218.00,81,42,5,5
5218.00,81,42,5,5
5219.00,81,40,5,5
5219.00,81,40,5,5
5220.00,80,37,4,4
5220.00,80,37,4,4
5221.00,83,39,4,4
5221.00,83,39,4,4
5222.00,87,39,4,4
5222.00,87,39,4,4
5223.00,84,36,3,3
5223.00,84,36,3,3
5224.00,85,35,3,3
5224.00,85,35,3,3
5225.00,84,33,3,3
5225.00,84,33,3,3
5226.00,76,29,2,2
5226.00,76,29,2,2
5227.00,73,30,3,3
5227.00,73,30,3,3
5228.00,72,29,2,2
5228.00,72,29,2,2
5229.00,70,28,2,2
5229.00,70,28,2,2
5230.00,69,30,3,3
5230.00,69,30,3,3
5231.00,71,33,3,3
5231.00,71,33,3,3
5232.00,67,35,3,3
5232.00,67,35,3,3
5233.00,72,38,3,3
5233.00,72,38,3,3
5234.00,73,39,3,3
5234.00,73,39,3,3
5235.00,70,37,3,3
5235.00,70,37,3,3
5236.00,72,39,3,3
5236.00,72,39,3,3
5237.00,73,38,3,3
5237.00,73,38,3,3
5238.00,73,35,3,3
5238.00,73,35,3,3
5239.00,74,33,3,3
5239.00,74,33,3,3
5240.00,76,35,2,2
5240.00,76,35,2,2
5241.00,76,35,3,3
5241.00,76,35,3,3
5242.00,73,32,4,4
5242.00,73,32,4,4
5243.00,75,34,4,4
5243.00,75,34,4,4
5244.00,76,36,4,4
5244.00,76,36,4,4
5245.00,78,35,4,4
5245.00,78,35,4,4
5246.00,80,36,5,5
5246.00,80,36,5,5
5247.00,80,34,4,4
5247.00,80,34,4,4
5248.00,79,34,4,4
5248.00,79,34,4,4
5249.00,83,37,4,4
5249.00,83,37,4,4
5250.00,78,35,4,4
5250.00,78,35,4,4
5251.00,76,33,4,4
5251.00,76,33,4,4
5252.00,76,34,4,4
5252.00,76,34,4,4
5253.00,75,33,5,5
5253.00,75,33,5,5
5254.00,80,33,5,5
5254.00,80,33,5,5
5255.00,83,34,5,5
5255.00,83,34,5,5
5256.00,84,37,5,5
5256.00,84,37,5,5
5257.00,84,35,4,4
5257.00,84,35,4,4
5258.00,84,36,6,6
5258.00,84,36,6,6
5259.00,88,37,5,5
5259.00,88,37,5,5
5260.00,93,37,5,5
5260.00,93,37,5,5
5261.00,98,37,5,5
5261.00,98,37,5,5
5262.00,96,36,5,5
5262.00,96,36,5,5
5263.00,94,34,5,5
5263.00,94,34,5,5
5264.00,94,33,5,5
5264.00,94,33,5,5
5265.00,97,31,5,5
5265.00,97,31,5,5
5266.00,95,31,5,5
5266.00,95,31,5,5
5267.00,91,33,5,5
5267.00,91,33,5,5
5268.00,93,34,5,5
5268.00,93,34,5,5
5269.00,91,30,4,4
5269.00,91,30,4,4
5270.00,92,29,4,4
5270.00,92,29,4,4
5271.00,96,29,4,4
5271.00,96,29,4,4
5272.00,96,28,4,4
5272.00,96,28,4,4
5273.00,98,33,4,4
5273.00,98,33,4,4
5274.00,98,35,4,4
5274.00,98,35,4,4
5275.00,101,38,4,4
5275.00,101,38,4,4
5276.00,102,40,5,5
5276.00,102,40,5,5
5277.00,102,41,6,6
5277.00,102,41,6,6
5278.00,103,43,5,5
5278.00,103,43,5,5
5279.00,98,36,5,5
5279.00,98,36,5,5
5280.00,100,39,5,5
5280.00,100,39,5,5
5281.00,98,37,5,5
5281.00,98,37,5,5
5282.00,96,38,5,5
5282.00,96,38,5,5
5283.00,97,39,4,4
5283.00,97,39,4,4
5284.00,96,40,4,4
5284.00,96,40,4,4
5285.00,94,38,4,4
5285.00,94,38,4,4
5286.00,92,35,4,4
5286.00,92,35,4,4
5287.00,92,34,4,4
5287.00,92,34,4,4
5288.00,89,33,4,4
5288.00,89,33,4,4
5289.00,91,36,4,4
5289.00,91,36,4,4
5290.00,90,37,5,5
5290.00,90,37,5,5
5291.00,87,34,5,5
5291.00,87,34,5,5
5292.00,84,35,5,5
5292.00,84,35,5,5
5293.00,82,34,4,4
5293.00,82,34,4,4
5294.00,78,34,4,4
5294.00,78,34,4,4
5295.00,76,33,6,6
5295.00,76,33,6,6
5296.00,80,34,6,6
5296.00,80,34,6,6
5297.00,81,37,6,6
5297.00,81,37,6,6
5298.00,83,37,6,6
5298.00,83,37,6,6
5299.00,83,36,6,6
5299.00,83,36,6,6
5300.00,84,37,6,6
5300.00,84,37,6,6
5301.00,88,37,6,6
5301.00,88,37,6,6
5302.00,88,39,6,6
5302.00,88,39,6,6
5303.00,89,42,6,6
5303.00,89,42,6,6
5304.00,91,45,6,6
5304.00,91,45,6,6
5305.00,89,43,7,7
5305.00,89,43,7,7
5306.00,89,41,6,6
5306.00,89,41,6,6
5307.00,88,42,6,6
5307.00,88,42,6,6
5308.00,84,39,6,6
5308.00,84,39,6,6
5309.00,83,41,6,6
5309.00,83,41,6,6
5310.00,78,40,7,7
5310.00,78,40,7,7
5311.00,73,39,7,7
5311.00,73,39,7,7
5312.00,77,38,7,7
5312.00,77,38,7,7
5313.00,79,40,7,7
5313.00,79,40,7,7
5314.00,83,40,7,7
5314.00,83,40,7,7
5315.00,81,41,7,7
5315.00,81,41,7,7
5316.00,80,37,8,8
5316.00,80,37,8,8
5317.00,80,34,7,7
5317.00,80,34,7,7
5318.00,81,36,7,7
5318.00,81,36,7,7
5319.00,83,34,7,7
5319.00,83,34,7,7
5320.00,80,33,7,7
5320.00,80,33,7,7
5321.00,81,33,5,5
5321.00,81,33,5,5
5322.00,79,31,6,6
5322.00,79,31,6,6
5323.00,81,33,6,6
5323.00,81,33,6,6
5324.00,79,30,6,6
5324.00,79,30,6,6
5325.00,82,31,6,6
5325.00,82,31,6,6
5326.00,84,32,6,6
5326.00,84,32,6,6
5327.00,89,34,6,6
5327.00,89,34,6,6
5328.00,88,37,5,5
5328.00,88,37,5,5
5329.00,88,37,5,5
5329.00,88,37,5,5
5330.00,88,35,4,4
5330.00,88,35,4,4
5331.00,92,35,4,4
5331.00,92,35,4,4
5332.00,90,34,3,3
5332.00,90,34,3,3
5333.00,92,34,3,3
5333.00,92,34,3,3
5334.00,89,36,2,2
5334.00,89,36,2,2
5335.00,93,40,3,3
5335.00,93,40,3,3
5336.00,94,44,3,3
5336.00,94,44,3,3
5337.00,91,43,3,3
5337.00,91,43,3,3
5338.00,91,44,5,5
5338.00,91,44,5,5
5339.00,90,47,4,4
5339.00,90,47,4,4
5340.00,86,42,4,4
5340.00,86,42,4,4
5341.00,89,43,4,4
5341.00,89,43,4,4
5342.00,90,46,4,4
5342.00,90,46,4,4
5343.00,90,44,3,3
5343.00,90,44,3,3
5344.00,89,43,2,2
5344.00,89,43,2,2
5345.00,91,42,2,2
5345.00,91,42,2,2
5346.00,88,38,3,3
5346.00,88,38,3,3
5347.00,90,39,4,4
5347.00,90,39,4,4
5348.00,94,39,4,4
5348.00,94,39,4,4
5349.00,92,34,4,4
5349.00,92,34,4,4
5350.00,91,34,4,4
5350.00,91,34,4,4
5351.00,92,36,4,4
5351.00,92,36,4,4
5352.00,92,37,4,4
5352.00,92,37,4,4
5353.00,93,37,5,5
5353.00,93,37,5,5
5354.00,93,39,5,5
5354.00,93,39,5,5
5355.00,90,36,4,4
5355.00,90,36,4,4
5356.00,92,38,4,4
5356.00,92,38,4,4
5357.00,88,37,3,3
5357.00,88,37,3,3
5358.00,90,41,3,3
5358.00,90,41,3,3
5359.00,91,41,4,4
5359.00,91,41,4,4
5360.00,92,37,4,4
5360.00,92,37,4,4
5361.00,94,37,4,4
5361.00,94,37,4,4
5362.00,95,40,3,3
5362.00,95,40,3,3
5363.00,98,38,3,3
5363.00,98,38,3,3
5364.00,102,42,3,3
5364.00,102,42,3,3
5365.00,98,41,3,3
5365.00,98,41,3,3
5366.00,101,44,3,3
5366.00,101,44,3,3
5367.00,104,45,3,3
5367.00,104,45,3,3
5368.00,105,43,4,4
5368.00,105,43,4,4
5369.00,104,44,4,4
5369.00,104,44,4,4
5370.00,103,44,4,4
5370.00,103,44,4,4
5371.00,102,45,4,4
5371.00,102,45,4,4
5372.00,104,44,5,5
5372.00,104,44,5,5
5373.00,101,43,5,5
5373.00,101,43,5,5
5374.00,101,43,5,5
5374.00,101,43,5,5
5375.00,101,44,6,6
5375.00,101,44,6,6
5376.00,102,47,6,6
5376.00,102,47,6,6
5377.00,101,46,7,7
5377.00,101,46,7,7
5378.00,94,40,6,6
5378.00,94,40,6,6
5379.00,93,40,5,5
5379.00,93,40,5,5
5380.00,92,39,5,5
5380.00,92,39,5,5
5381.00,90,40,5,5
5381.00,90,40,5,5
5382.00,94,42,5,5
5382.00,94,42,5,5
5383.00,91,38,5,5
5383.00,91,38,5,5
5384.00,94,40,6,6
5384.00,94,40,6,6
5385.00,95,39,5,5
5385.00,95,39,5,5
5386.00,98,39,5,5
5386.00,98,39,5,5
5387.00,98,41,6,6
5387.00,98,41,6,6
5388.00,96,46,7,7
5388.00,96,46,7,7
5389.00,94,45,7,7
5389.00,94,45,7,7
5390.00,95,44,6,6
5390.00,95,44,6,6
5391.00,97,46,6,6
5391.00,97,46,6,6
5392.00,97,45,6,6
5392.00,97,45,6,6
5393.00,96,43,5,5
5393.00,96,43,5,5
5394.00,95,42,5,5
5394.00,95,42,5,5
5395.00,91,40,5,5
5395.00,91,40,5,5
5396.00,87,37,4,4
5396.00,87,37,4,4
5397.00,90,37,5,5
5397.00,90,37,5,5
5398.00,87,37,6,6
5398.00,87,37,6,6
5399.00,89,41,6,6
5399.00,89,41,6,6
5400.00,89,42,7,7
5400.00,89,42,7,7
5401.00,89,44,7,7
5401.00,89,44,7,7
5402.00,87,41,6,6
5402.00,87,41,6,6
5403.00,91,42,7,7
5403.00,91,42,7,7
5404.00,90,44,7,7
5404.00,90,44,7,7
5405.00,90,42,7,7
5405.00,90,42,7,7
5406.00,92,42,7,7
5406.00,92,42,7,7
5407.00,93,41,7,7
5407.00,93,41,7,7
5408.00,91,39,7,7
5408.00,91,39,7,7
5409.00,85,35,7,7
5409.00,85,35,7,7
5410.00,86,34,7,7
5410.00,86,34,7,7
5411.00,87,37,7,7
5411.00,87,37,7,7
5412.00,87,38,7,7
5412.00,87,38,7,7
5413.00,87,38,7,7
5413.00,87,38,7,7
5414.00,89,40,7,7
5414.00,89,40,7,7
5415.00,87,41,7,7
5415.00,87,41,7,7
5416.00,88,44,7,7
5416.00,88,44,7,7
5417.00,87,46,6,6
5417.00,87,46,6,6
5418.00,87,45,6,6
5418.00,87,45,6,6
5419.00,84,44,6,6
5419.00,84,44,6,6
5420.00,87,47,6,6
5420.00,87,47,6,6
5421.00,91,45,4,4
5421.00,91,45,4,4
5422.00,89,44,4,4
5422.00,89,44,4,4
5423.00,87,43,4,4
5423.00,87,43,4,4
5424.00,88,43,4,4
5424.00,88,43,4,4
5425.00,86,41,4,4
5425.00,86,41,4,4
5426.00,86,39,5,5
5426.00,86,39,5,5
5427.00,86,39,5,5
5427.00,86,39,5,5
5428.00,88,38,5,5
5428.00,88,38,5,5
5429.00,85,36,5,5
5429.00,85,36,5,5
5430.00,83,36,5,5
5430.00,83,36,5,5
5431.00,81,33,4,4
5431.00,81,33,4,4
5432.00,81,33,4,4
5432.00,81,33,4,4
5433.00,82,36,4,4
5433.00,82,36,4,4
5434.00,75,32,2,2
5434.00,75,32,2,2
5435.00,78,33,2,2
5435.00,78,33,2,2
5436.00,78,34,3,3
5436.00,78,34,3,3
5437.00,79,36,4,4
5437.00,79,36,4,4
5438.00,83,40,3,3
5438.00,83,40,3,3
5439.00,82,38,3,3
5439.00,82,38,3,3
5440.00,83,37,3,3
5440.00,83,37,3,3
5441.00,88,38,3,3
5441.00,88,38,3,3
5442.00,92,40,3,3
5442.00,92,40,3,3
5443.00,89,38,4,4
5443.00,89,38,4,4
5444.00,87,36,4,4
5444.00,87,36,4,4
5445.00,88,37,6,6
5445.00,88,37,6,6
5446.00,92,37,6,6
5446.00,92,37,6,6
5447.00,93,39,7,7
5447.00,93,39,7,7
5448.00,90,37,6,6
5448.00,90,37,6,6
5449.00,91,36,6,6
5449.00,91,36,6,6
5450.00,90,37,5,5
5450.00,90,37,5,5
5451.00,91,40,6,6
5451.00,91,40,6,6
5452.00,91,41,6,6
5452.00,91,41,6,6
5453.00,91,40,5,5
5453.00,91,40,5,5
5454.00,92,37,6,6
5454.00,92,37,6,6
5455.00,89,37,6,6
5455.00,89,37,6,6
5456.00,84,37,7,7
5456.00,84,37,7,7
5457.00,82,33,7,7
5457.00,82,33,7,7
5458.00,85,34,8,8
5458.00,85,34,8,8
5459.00,88,34,8,8
5459.00,88,34,8,8
5460.00,88,35,8,8
5460.00,88,35,8,8
5461.00,85,33,7,7
5461.00,85,33,7,7
5462.00,82,31,6,6
5462.00,82,31,6,6
5463.00,85,31,7,7
5463.00,85,31,7,7
5464.00,86,32,7,7
5464.00,86,32,7,7
5465.00,78,27,6,6
5465.00,78,27,6,6
5466.00,79,28,6,6
5466.00,79,28,6,6
5467.00,79,27,6,6
5467.00,79,27,6,6
5468.00,79,27,7,7
5468.00,79,27,7,7
5469.00,80,24,6,6
5469.00,80,24,6,6
5470.00,79,25,5,5
5470.00,79,25,5,5
5471.00,81,24,4,4
5471.00,81,24,4,4
5472.00,81,23,4,4
5472.00,81,23,4,4
5473.00,83,25,4,4
5473.00,83,25,4,4
5474.00,83,27,3,3
5474.00,83,27,3,3
5475.00,88,28,3,3
