"run","allowImportationsDuringBurnIn","isBatchRun","isolatePatientWhenDetected","doActiveSurveillanceAfterBurnIn","isolationEffectiveness","diseaseName","shape1","shape2","importationRate","isActiveSurveillanceAgent","beta","extraIteration","prob1","midstaySurveillanceAdherence","daysBetweenTests","simulationDurationAfterBurnIn","randomSeed","admissionSurveillanceAdherence","meanDetectionTime","avgDecolonizationTime","scale2","scale1","probSurveillanceDetection","burnInPeriod"
159,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.57,2,0.62531,0.954,7.0,5475,-929331607,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
177,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.75,2,0.62531,0.954,7.0,5475,-929293515,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
195,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.93,2,0.62531,0.954,7.0,5475,-929249387,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
213,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.1,3,0.62531,0.954,7.0,5475,-929205457,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
231,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.28,3,0.62531,0.954,7.0,5475,-929170624,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
249,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.46,3,0.62531,0.954,7.0,5475,-929135181,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
267,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.64,3,0.62531,0.954,7.0,5475,-929098309,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
285,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.82,3,0.62531,0.954,7.0,5475,-929058993,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
303,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",1.0,3,0.62531,0.954,7.0,5475,-929021491,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
321,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.17,4,0.62531,0.954,7.0,5475,-928965470,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
339,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.35,4,0.62531,0.954,7.0,5475,-928925630,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
357,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.53,4,0.62531,0.954,7.0,5475,-928883083,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
375,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.71,4,0.62531,0.954,7.0,5475,-928847047,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
393,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.89,4,0.62531,0.954,7.0,5475,-928801380,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
16,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.15,1,0.62531,0.954,7.0,5475,-929610733,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
34,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.33,1,0.62531,0.954,7.0,5475,-929564937,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
52,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.51,1,0.62531,0.954,7.0,5475,-929533079,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
70,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.69,1,0.62531,0.954,7.0,5475,-929503678,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
88,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.87,1,0.62531,0.954,7.0,5475,-929454786,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
106,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.04,2,0.62531,0.954,7.0,5475,-929411434,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
124,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.22,2,0.62531,0.954,7.0,5475,-929396109,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
142,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.4,2,0.62531,0.954,7.0,5475,-929349863,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
160,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.58,2,0.62531,0.954,7.0,5475,-929317253,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
178,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.76,2,0.62531,0.954,7.0,5475,-929287369,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
196,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.94,2,0.62531,0.954,7.0,5475,-929253085,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
214,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.11,3,0.62531,0.954,7.0,5475,-929206806,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
232,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.29,3,0.62531,0.954,7.0,5475,-929169953,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
250,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.47,3,0.62531,0.954,7.0,5475,-929138355,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
268,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.65,3,0.62531,0.954,7.0,5475,-929094734,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
286,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.83,3,0.62531,0.954,7.0,5475,-929061315,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
304,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.0,4,0.62531,0.954,7.0,5475,-929015437,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
322,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.18,4,0.62531,0.954,7.0,5475,-929014307,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
340,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.36,4,0.62531,0.954,7.0,5475,-928967791,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
358,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.54,4,0.62531,0.954,7.0,5475,-928935186,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
376,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.72,4,0.62531,0.954,7.0,5475,-928904644,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
394,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.9,4,0.62531,0.954,7.0,5475,-928861264,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
17,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.16,1,0.62531,0.954,7.0,5475,-929610849,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
35,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.34,1,0.62531,0.954,7.0,5475,-929559153,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
53,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.52,1,0.62531,0.954,7.0,5475,-929523104,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
71,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.7,1,0.62531,0.954,7.0,5475,-929489611,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
89,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.88,1,0.62531,0.954,7.0,5475,-929445413,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
107,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.05,2,0.62531,0.954,7.0,5475,-929409931,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
125,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.23,2,0.62531,0.954,7.0,5475,-929388099,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
143,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.41,2,0.62531,0.954,7.0,5475,-929343246,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
161,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.59,2,0.62531,0.954,7.0,5475,-929310957,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
179,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.77,2,0.62531,0.954,7.0,5475,-929277622,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
197,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.95,2,0.62531,0.954,7.0,5475,-929242184,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
215,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.12,3,0.62531,0.954,7.0,5475,-929195055,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
233,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.3,3,0.62531,0.954,7.0,5475,-929156891,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
251,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.48,3,0.62531,0.954,7.0,5475,-929116381,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
269,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.66,3,0.62531,0.954,7.0,5475,-929078595,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
287,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.84,3,0.62531,0.954,7.0,5475,-929046383,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
305,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.01,4,0.62531,0.954,7.0,5475,-928992620,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
323,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.19,4,0.62531,0.954,7.0,5475,-928988548,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
341,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.37,4,0.62531,0.954,7.0,5475,-928952838,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
359,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.55,4,0.62531,0.954,7.0,5475,-928910642,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
377,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.73,4,0.62531,0.954,7.0,5475,-928870662,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
395,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.91,4,0.62531,0.954,7.0,5475,-928824133,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
18,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.17,1,0.62531,0.954,7.0,5475,-929610445,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
36,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.35,1,0.62531,0.954,7.0,5475,-929560405,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
54,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.53,1,0.62531,0.954,7.0,5475,-929527233,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
72,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.71,1,0.62531,0.954,7.0,5475,-929488739,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
90,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.89,1,0.62531,0.954,7.0,5475,-929443516,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
108,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.06,2,0.62531,0.954,7.0,5475,-929398109,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
126,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.24,2,0.62531,0.954,7.0,5475,-929372995,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
144,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.42,2,0.62531,0.954,7.0,5475,-929333467,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
162,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.6,2,0.62531,0.954,7.0,5475,-929293737,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
180,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.78,2,0.62531,0.954,7.0,5475,-929258255,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
198,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.96,2,0.62531,0.954,7.0,5475,-929217497,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
216,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.13,3,0.62531,0.954,7.0,5475,-929171144,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
234,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.31,3,0.62531,0.954,7.0,5475,-929136071,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
252,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.49,3,0.62531,0.954,7.0,5475,-929102190,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
270,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.67,3,0.62531,0.954,7.0,5475,-929056049,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
288,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.85,3,0.62531,0.954,7.0,5475,-929011585,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
306,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.02,4,0.62531,0.954,7.0,5475,-928969763,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
324,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.2,4,0.62531,0.954,7.0,5475,-928963354,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
342,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.38,4,0.62531,0.954,7.0,5475,-928920120,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
360,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.56,4,0.62531,0.954,7.0,5475,-928889129,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
378,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.74,4,0.62531,0.954,7.0,5475,-928850442,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
396,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.92,4,0.62531,0.954,7.0,5475,-928805624,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
2,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.01,1,0.62531,0.954,7.0,5475,-929614861,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
20,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.19,1,0.62531,0.954,7.0,5475,-929604727,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
38,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.37,1,0.62531,0.954,7.0,5475,-929564151,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
56,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.55,1,0.62531,0.954,7.0,5475,-929531884,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
74,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.73,1,0.62531,0.954,7.0,5475,-929491325,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
92,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.91,1,0.62531,0.954,7.0,5475,-929447667,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
110,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.08,2,0.62531,0.954,7.0,5475,-929397002,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
128,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.26,2,0.62531,0.954,7.0,5475,-929365963,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
146,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.44,2,0.62531,0.954,7.0,5475,-929323552,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
164,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.62,2,0.62531,0.954,7.0,5475,-929289661,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
182,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.8,2,0.62531,0.954,7.0,5475,-929248018,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
200,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.98,2,0.62531,0.954,7.0,5475,-929207555,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
218,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.15,3,0.62531,0.954,7.0,5475,-929166948,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
236,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.33,3,0.62531,0.954,7.0,5475,-929127625,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
254,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.51,3,0.62531,0.954,7.0,5475,-929092135,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
272,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.69,3,0.62531,0.954,7.0,5475,-929057785,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
290,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.87,3,0.62531,0.954,7.0,5475,-929005080,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
308,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.04,4,0.62531,0.954,7.0,5475,-928957170,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
326,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.22,4,0.62531,0.954,7.0,5475,-928941893,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
344,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.4,4,0.62531,0.954,7.0,5475,-928907932,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
362,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.58,4,0.62531,0.954,7.0,5475,-928873663,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
380,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.76,4,0.62531,0.954,7.0,5475,-928841342,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
398,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.94,4,0.62531,0.954,7.0,5475,-928795900,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
3,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.02,1,0.62531,0.954,7.0,5475,-929614096,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
21,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.2,1,0.62531,0.954,7.0,5475,-929600877,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
39,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.38,1,0.62531,0.954,7.0,5475,-929563039,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
57,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.56,1,0.62531,0.954,7.0,5475,-929532692,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
75,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.74,1,0.62531,0.954,7.0,5475,-929498041,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
93,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.92,1,0.62531,0.954,7.0,5475,-929466752,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
111,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.09,2,0.62531,0.954,7.0,5475,-929415365,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
129,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.27,2,0.62531,0.954,7.0,5475,-929381417,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
147,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.45,2,0.62531,0.954,7.0,5475,-929347694,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
165,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.63,2,0.62531,0.954,7.0,5475,-929316350,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
183,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.81,2,0.62531,0.954,7.0,5475,-929267352,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
201,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.99,2,0.62531,0.954,7.0,5475,-929227188,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
219,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.16,3,0.62531,0.954,7.0,5475,-929183950,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
237,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.34,3,0.62531,0.954,7.0,5475,-929138573,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
255,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.52,3,0.62531,0.954,7.0,5475,-929109877,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
273,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.7,3,0.62531,0.954,7.0,5475,-929066315,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
291,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.88,3,0.62531,0.954,7.0,5475,-929026055,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
309,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.05,4,0.62531,0.954,7.0,5475,-928973473,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
327,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.23,4,0.62531,0.954,7.0,5475,-928952603,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
345,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.41,4,0.62531,0.954,7.0,5475,-928917356,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
363,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.59,4,0.62531,0.954,7.0,5475,-928888608,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
381,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.77,4,0.62531,0.954,7.0,5475,-928851006,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
399,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.95,4,0.62531,0.954,7.0,5475,-928808263,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
4,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.03,1,0.62531,0.954,7.0,5475,-929614143,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
22,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.21,1,0.62531,0.954,7.0,5475,-929597478,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
40,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.39,1,0.62531,0.954,7.0,5475,-929555425,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
58,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.57,1,0.62531,0.954,7.0,5475,-929517504,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
76,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.75,1,0.62531,0.954,7.0,5475,-929482546,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
94,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.93,1,0.62531,0.954,7.0,5475,-929441139,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
112,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.1,2,0.62531,0.954,7.0,5475,-929401083,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
130,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.28,2,0.62531,0.954,7.0,5475,-929361303,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
148,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.46,2,0.62531,0.954,7.0,5475,-929327058,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
166,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.64,2,0.62531,0.954,7.0,5475,-929282542,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
184,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.82,2,0.62531,0.954,7.0,5475,-929237983,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
202,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",1.0,2,0.62531,0.954,7.0,5475,-929188390,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
220,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.17,3,0.62531,0.954,7.0,5475,-929149339,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
238,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.35,3,0.62531,0.954,7.0,5475,-929103157,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
256,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.53,3,0.62531,0.954,7.0,5475,-929065829,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
274,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.71,3,0.62531,0.954,7.0,5475,-929028272,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
292,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.89,3,0.62531,0.954,7.0,5475,-928982638,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
310,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.06,4,0.62531,0.954,7.0,5475,-928929331,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
328,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.24,4,0.62531,0.954,7.0,5475,-928903829,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
346,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.42,4,0.62531,0.954,7.0,5475,-928859257,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
364,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.6,4,0.62531,0.954,7.0,5475,-928820208,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
382,"false","false","true","false",0.5,"CRE",7.60197,1.23279,0.206,"true",0.78,4,0.62531,0.954,7.0,5475,-928785064,0.911,122.0,387.0,23.52147,3.41952,0.8,3650
