"run","allowImportationsDuringBurnIn","isBatchRun","isolatePatientWhenDetected","doActiveSurveillanceAfterBurnIn","isolationEffectiveness","diseaseName","shape1","shape2","importationRate","isActiveSurveillanceAgent","beta","extraIteration","prob1","midstaySurveillanceAdherence","daysBetweenTests","simulationDurationAfterBurnIn","randomSeed","admissionSurveillanceAdherence","meanDetectionTime","avgDecolonizationTime","scale2","scale1","probSurveillanceDetection","burnInPeriod"
180,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.179,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
196,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.195,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
5,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.004,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
21,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.02,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
37,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.036,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
53,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.052,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
69,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.068,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
85,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.084,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
101,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.1,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
117,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.116,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
133,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.132,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
149,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.148,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
165,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.164,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
181,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.18,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
197,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.196,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
6,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.005,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
22,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.021,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
38,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.037,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
54,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.053,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
70,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.069,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
86,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.085,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
102,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.101,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
118,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.117,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
134,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.133,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
150,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.149,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
166,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.165,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
182,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.181,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
198,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.197,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
7,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.006,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
23,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.022,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
39,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.038,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
55,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.054,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
71,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.07,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
87,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.086,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
103,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.102,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
119,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.118,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
135,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.134,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
151,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.15,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
167,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.166,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
183,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.182,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
199,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.198,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
8,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.007,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
24,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.023,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
40,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.039,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
56,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.055,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
72,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.071,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
88,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.087,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
104,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.103,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
120,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.119,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
136,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.135,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
152,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.151,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
168,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.167,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
184,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.183,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
200,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.199,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
9,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.008,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
25,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.024,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
41,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.04,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
57,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.056,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
73,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.072,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
89,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.088,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
105,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.104,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
121,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.12,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
137,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.136,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
153,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.152,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
169,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.168,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
185,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.184,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
201,"false","false","true","true",0.5,"CRE",7.60197,1.23279,0.206,"true",0.2,0,0.62531,0.954,7.0,5475,123456789,0.911,122.0,387.0,23.52147,3.41952,95.0,3650
