"run","DoActiveSurveillance","IsolationEffectiveness","DaysBetweenTests","tick","ClinicalDetections","MeanDailyPrevalence","MeanDischargePrevalence","ImportationPrevalence","NumberOfTransmissions"
254,"false",0.5,7.0,5474.0,3499,0.9643961860355678,0.9677517493154852,0.20703303394732836,35692
272,"false",0.5,7.0,5474.0,3572,0.9649536996461086,0.9739196360879454,0.19996972449288525,37228
290,"false",0.5,7.0,5474.0,3620,0.9741314495406387,0.9815866196102501,0.20333537331701346,37398
308,"false",0.5,7.0,5474.0,1214,0.3549265430502115,0.3360206875570429,0.1980243161094225,8272
326,"false",0.5,7.0,5474.0,2969,0.8988043641455762,0.9018366054464851,0.21246638190159786,32152
344,"false",0.5,7.0,5474.0,3310,0.9526445130762509,0.954894283476899,0.1957066750235036,35184
362,"false",0.5,7.0,5474.0,3476,0.9677270549171402,0.9679516953088714,0.20575050239604267,35402
380,"false",0.5,7.0,5474.0,3560,0.971403875166072,0.9755760368663594,0.20732082436173485,36642
398,"false",0.5,7.0,5474.0,3654,0.9743620629159343,0.9800184445127574,0.20787813509770733,37500
3,"false",0.5,7.0,5474.0,932,0.26036707769663336,0.25308641975308643,0.20613903099608788,3438
21,"false",0.5,7.0,5474.0,2920,0.8837459330889532,0.8840777879064114,0.20015197568389057,32046
39,"false",0.5,7.0,5474.0,3366,0.9521579616607858,0.9505813953488372,0.19975583702121166,34924
57,"false",0.5,7.0,5474.0,3419,0.9667057392235227,0.9714902142086608,0.20718913915458192,35562
75,"false",0.5,7.0,5474.0,3502,0.9748950800599109,0.9797236407329528,0.20649721762671078,36138
93,"false",0.5,7.0,5474.0,3570,0.975280280244794,0.977719729563614,0.21197161369947548,37298
111,"false",0.5,7.0,5474.0,2006,0.6368664758044419,0.6260137719969395,0.20768877316587533,21570
129,"false",0.5,7.0,5474.0,3097,0.9220085731968053,0.9255252430228912,0.20151252560264693,33960
147,"false",0.5,7.0,5474.0,3466,0.957318949274168,0.9596147872009941,0.2047633776678008,35334
165,"false",0.5,7.0,5474.0,3541,0.963272531208972,0.9747688450086194,0.20540201005025124,36618
183,"false",0.5,7.0,5474.0,3581,0.9752147329592191,0.9751088985687617,0.2034241245136187,36620
201,"false",0.5,7.0,5474.0,3629,0.977120661019784,0.981864893456249,0.20412154031287605,37280
219,"false",0.5,7.0,5474.0,2835,0.8299394145861775,0.8396183552930486,0.21683634705971735,31066
237,"false",0.5,7.0,5474.0,3326,0.9440894960824249,0.9451990632318501,0.19796557120500782,34140
255,"false",0.5,7.0,5474.0,3415,0.9575361970907956,0.9640914036996736,0.20052976004985976,36452
273,"false",0.5,7.0,5474.0,3506,0.9717596853750924,0.9741234114224467,0.20448649473523578,36678
291,"false",0.5,7.0,5474.0,3620,0.9722910864612785,0.9760795278036657,0.19863438857852267,37794
309,"false",0.5,7.0,5474.0,1363,0.4198321883426075,0.4113114501464016,0.20635900601944746,11238
327,"false",0.5,7.0,5474.0,3015,0.8966955557913291,0.8991766350784527,0.2097500388138488,33050
345,"false",0.5,7.0,5474.0,3309,0.9576069673154334,0.9525691699604744,0.1995249406175772,34328
363,"false",0.5,7.0,5474.0,3541,0.9680990194058806,0.9690354544047066,0.2039901020723786,35790
381,"false",0.5,7.0,5474.0,3565,0.9690485259522851,0.9784648515612983,0.20673224715647096,36954
